FunctionalLoc,resources_id,id
1800-1811-B2L1-P120-R104-RD01 RD01 RUPTURE DISC REAKTOR R104,20,1273
1800-1811-B2L1-P120-R104-ST01 ST01 STEAM TRAP  REAKTOR R104,20,1274
1800-1811-B2L1-P120-R104-TT01 TT01 TEMP TRANSMITTER REAKTOR R104,20,1275
1800-1811-B2L1-P120-R104-TT02 TT02 TEMP TRANSMITTER REAKTOR R104,20,1276
1800-1811-B2L1-P120-R105 R1215/R105 REACTOR PACS P120,20,1277
1800-1811-B2L1-P120-R105-AG01 AG01 ANGLE VALVE REAKTOR R105,20,1278
1800-1811-B2L1-P120-R105-BL01 BL01 BALL VALVE REAKTOR R105,20,1279
1800-1811-B2L1-P120-R105-BL02 BL02 BALL VALVE REAKTOR R105,20,1280
1800-1811-B2L1-P120-R105-BL03 BL03 BALL VALVE REAKTOR R105,20,1281
1800-1811-B2L1-P120-R105-BL04 BL04 BALL VALVE REAKTOR R105,20,1282
1800-1811-B2L1-P120-R105-BL05 BL05 BALL VALVE REAKTOR R105,20,1283
1800-1811-B2L1-P120-R105-BL06 BL06 BALL VALVE REAKTOR R105,20,1284
1800-1811-B2L1-P120-R105-BL07 BL07 BALL VALVE REAKTOR R105,20,1285
1800-1811-B2L1-P120-R105-BL08 BL08 BALL VALVE REAKTOR R105,20,1286
1800-1811-B2L1-P120-R105-BL09 BL09 BALL VALVE REAKTOR R105,20,1287
1800-1811-B2L1-P120-R105-BL10 BL10 BALL VALVE REAKTOR R105,20,1288
1800-1811-B2L1-P120-R105-BL11 BL11 BALL VALVE REAKTOR R105,20,1289
1800-1811-B2L1-P120-R105-BL12 BL12 BALL VALVE REAKTOR R105,20,1290
1800-1811-B2L1-P120-R105-BL13 BL13 BALL VALVE REAKTOR R105,20,1291
1800-1811-B2L1-P120-R105-BL14 BL14 BALL VALVE REAKTOR R105,20,1292
1800-1811-B2L1-P120-R105-BL15 BL15 BALL VALVE REAKTOR R105,20,1293
1800-1811-B2L1-P120-R105-BL16 BL16 BALL VALVE REAKTOR R105,20,1294
1800-1811-B2L1-P120-R105-CK01 CK01 CHECK VALVE REAKTOR R105,20,1295
1800-1811-B2L1-P120-R105-CK02 CK02 CHECK VALVE REAKTOR R105,20,1296
1800-1811-B2L1-P120-R105-CK03 CK03 CHECK VALVE REAKTOR R105,20,1297
1800-1811-B2L1-P120-R105-FJ01 FJ01 FLEXIBLE JOINT REAKTOR R105,20,1298
1800-1811-B2L1-P120-R105-FJ02 FJ02 FLEXIBLE JOINT REAKTOR R105,20,1299
1800-1811-B2L1-P120-R105-FJ03 FJ03 FLEXIBLE JOINT REAKTOR R105,20,1300
1800-1811-B2L1-P120-R105-FJ04 FJ04 FLEXIBLE JOINT REAKTOR R105,20,1301
1800-1811-B2L1-P120-R105-GL01 GL01 BY PASS GLOBE VALVE REAKTOR R105,20,1302
1800-1811-B2L1-P120-R105-GL02 GL02 BEFORE GLOBE VALVE REAKTOR R105,20,1303
1800-1811-B2L1-P120-R105-GL03 GL03 AFTER GLOBE VALVE REAKTOR R105,20,1304
1800-1811-B2L1-P120-R105-PG01 PG01 PRESSURE GAUGE REAKTOR R105,20,1305
1800-1811-B2L1-P120-R105-PG02 PG02 PRESSURE GAUGE REAKTOR R105,20,1306
1800-1811-B2L1-P120-R105-PS01 PS01 PRESSURE SAFETY VALVE REAKTOR R105,20,1307
1800-1811-B2L1-P120-R105-PT01 PT01 PRESSURE TRANSMITTER REAKTOR R105,20,1308
1800-1811-B2L1-P120-R105-PT02 PT02 PRESSURE TRANSMITTER REAKTOR R105,20,1309
1800-1811-B2L1-P120-R105-PV01 PV01 PRESSURE CONTROL VALVE REAKTOR R105,20,1310
1800-1811-B2L1-P120-R105-RD01 RD01 RUPTURE DISC REAKTOR R105,20,1311
1800-1811-B2L1-P120-R105-ST01 ST01 STEAM TRAP  REAKTOR R105,20,1312
1800-1811-B2L1-P120-R105-TT01 TT01 TEMP TRANSMITTER REAKTOR R105,20,1313
1800-1811-B2L1-P120-R105-TT02 TT02 TEMP TRANSMITTER REAKTOR R105,20,1314
1800-1811-B2L1-P120-R106 R1216/R106 REACTOR PACS P120,20,1315
1800-1811-B2L1-P120-R106-AG01 AG01 ANGLE VALVE REAKTOR R106,20,1316
1800-1811-B2L1-P120-R106-BL01 BL01 BALL VALVE REAKTOR R106,20,1317
1800-1811-B2L1-P120-R106-BL02 BL02 BALL VALVE REAKTOR R106,20,1318
1800-1811-B2L1-P120-R106-BL03 BL03 BALL VALVE REAKTOR R106,20,1319
1800-1811-B2L1-P120-R106-BL04 BL04 BALL VALVE REAKTOR R106,20,1320
1800-1811-B2L1-P120-R106-BL05 BL05 BALL VALVE REAKTOR R106,20,1321
1800-1811-B2L1-P120-R106-BL06 BL06 BALL VALVE REAKTOR R106,20,1322
1800-1811-B2L1-P120-R106-BL07 BL07 BALL VALVE REAKTOR R106,20,1323
1800-1811-B2L1-P120-R106-BL08 BL08 BALL VALVE REAKTOR R106,20,1324
1800-1811-B2L1-P120-R106-BL09 BL09 BALL VALVE REAKTOR R106,20,1325
1800-1811-B2L1-P120-R106-BL10 BL10 BALL VALVE REAKTOR R106,20,1326
1800-1811-B2L1-P120-R106-BL11 BL11 BALL VALVE REAKTOR R106,20,1327
1800-1811-B2L1-P120-R106-BL12 BL12 BALL VALVE REAKTOR R106,20,1328
1800-1811-B2L1-P120-R106-BL13 BL13 BALL VALVE REAKTOR R106,20,1329
1800-1811-B2L1-P120-R106-BL14 BL14 BALL VALVE REAKTOR R106,20,1330
1800-1811-B2L1-P120-R106-BL15 BL15 BALL VALVE REAKTOR R106,20,1331
1800-1811-B2L1-P120-R106-BL16 BL16 BALL VALVE REAKTOR R106,20,1332
1800-1811-B2L1-P120-R106-CK01 CK01 CHECK VALVE REAKTOR R106,20,1333
1800-1811-B2L1-P120-R106-CK02 CK02 CHECK VALVE REAKTOR R106,20,1334
1800-1811-B2L1-P120-R106-CK03 CK03 CHECK VALVE REAKTOR R106,20,1335
1800-1811-B2L1-P120-R106-FJ01 FJ01 FLEXIBLE JOINT REAKTOR R106,20,1336
1800-1811-B2L1-P120-R106-FJ02 FJ02 FLEXIBLE JOINT REAKTOR R106,20,1337
1800-1811-B2L1-P120-R106-FJ03 FJ03 FLEXIBLE JOINT REAKTOR R106,20,1338
1800-1811-B2L1-P120-R106-FJ04 FJ04 FLEXIBLE JOINT REAKTOR R106,20,1339
1800-1811-B2L1-P120-R106-GL01 GL01 GLOBE VALVE REAKTOR R106,20,1340
1800-1811-B2L1-P120-R106-GL02 GL02 GLOBE VALVE REAKTOR R106,20,1341
1800-1811-B2L1-P120-R106-GL03 GL03 GLOBE VALVE REAKTOR R106,20,1342
1800-1811-B2L1-P120-R106-PG01 PG01 PRESSURE GAUGE REAKTOR R106,20,1343
1800-1811-B2L1-P120-R106-PG02 PG02 PRESSURE GAUGE REAKTOR R106,20,1344
1800-1811-B2L1-P120-R106-PS01 PS01 PRESSURE SAFETY VALVE REAKTOR R106,20,1345
1800-1811-B2L1-P120-R106-PT01 PT01 PRESSURE TRANSMITTER REAKTOR R106,20,1346
1800-1811-B2L1-P120-R106-PT02 PT02 PRESSURE TRANSMITTER REAKTOR R106,20,1347
1800-1811-B2L1-P120-R106-PV01 PV01 PRESSURE CONTROL VALVE REAKTOR R106,20,1348
1800-1811-B2L1-P120-R106-RD01 RD01 RUPTURE DISC REAKTOR R106,20,1349
1800-1811-B2L1-P120-R106-ST01 ST01 STEAM TRAP  REAKTOR R106,20,1350
1800-1811-B2L1-P120-R106-TT01 TT01 TEMP TRANSMITTER REAKTOR R106,20,1351
1800-1811-B2L1-P120-R106-TT02 TT02 TEMP TRANSMITTER REAKTOR R106,20,1352
1800-1811-B2L1-P120-R107 R1217/R107 REACTOR PACS P120,20,1353
1800-1811-B2L1-P120-R107-AG01 AG01 ANGLE VALVE REAKTOR R107,20,1354
1800-1811-B2L1-P120-R107-BL01 BL01 BALL VALVE REAKTOR R107,20,1355
1800-1811-B2L1-P120-R107-BL02 BL02 BALL VALVE REAKTOR R107,20,1356
1800-1811-B2L1-P120-R107-BL03 BL03 BALL VALVE REAKTOR R107,20,1357
1800-1811-B2L1-P120-R107-BL04 BL04 BALL VALVE REAKTOR R107,20,1358
1800-1811-B2L1-P120-R107-BL05 BL05 BALL VALVE REAKTOR R107,20,1359
1800-1811-B2L1-P120-R107-BL06 BL06 BALL VALVE REAKTOR R107,20,1360
1800-1811-B2L1-P120-R107-BL07 BL07 BALL VALVE REAKTOR R107,20,1361
1800-1811-B2L1-P120-R107-BL08 BL08 BALL VALVE REAKTOR R107,20,1362
1800-1811-B2L1-P120-R107-BL09 BL09 BALL VALVE REAKTOR R107,20,1363
1800-1811-B2L1-P120-R107-BL10 BL10 BALL VALVE REAKTOR R107,20,1364
1800-1811-B2L1-P120-R107-BL11 BL11 BALL VALVE REAKTOR R107,20,1365
1800-1811-B2L1-P120-R107-BL12 BL12 BALL VALVE REAKTOR R107,20,1366
1800-1811-B2L1-P120-R107-BL13 BL13 BALL VALVE REAKTOR R107,20,1367
1800-1811-B2L1-P120-R107-BL14 BL14 BALL VALVE REAKTOR R107,20,1368
1800-1811-B2L1-P120-R107-BL15 BL15 BALL VALVE REAKTOR R107,20,1369
1800-1811-B2L1-P120-R107-BL16 BL16 BALL VALVE REAKTOR R107,20,1370
1800-1811-B2L1-P120-R107-CK01 CK01 CHECK VALVE REAKTOR R107,20,1371
1800-1811-B2L1-P120-R107-CK02 CK02 CHECK VALVE REAKTOR R107,20,1372
1800-1811-B2L1-P120-R107-CK03 CK03 CHECK VALVE REAKTOR R107,20,1373
1800-1811-B2L1-P120-R107-FJ01 FJ01 FLEXIBLE JOINT REAKTOR R107,20,1374
1800-1811-B2L1-P120-R107-FJ02 FJ02 FLEXIBLE JOINT REAKTOR R107,20,1375
1800-1811-B2L1-P120-R107-FJ03 FJ03 FLEXIBLE JOINT REAKTOR R107,20,1376
1800-1811-B2L1-P120-R107-FJ04 FJ04 FLEXIBLE JOINT REAKTOR R107,20,1377
1800-1811-B2L1-P120-R107-GL01 GL01 GLOBE VALVE REAKTOR R107,20,1378
1800-1811-B2L1-P120-R107-GL02 GL02 GLOBE VALVE REAKTOR R107,20,1379
1800-1811-B2L1-P120-R107-GL03 GL03 GLOBE VALVE REAKTOR R107,20,1380
1800-1811-B2L1-P120-R107-PG01 PG01 PRESSURE GAUGE REAKTOR R107,20,1381
1800-1811-B2L1-P120-R107-PG02 PG02 PRESSURE GAUGE REAKTOR R107,20,1382
1800-1811-B2L1-P120-R107-PS01 PS01 PRESSURE SAFETY VALVE REAKTOR R107,20,1383
1800-1811-B2L1-P120-R107-PT01 PT01 PRESSURE TRANSMITTER REAKTOR R107,20,1384
1800-1811-B2L1-P120-R107-PT02 PT02 PRESSURE TRANSMITTER REAKTOR R107,20,1385
1800-1811-B2L1-P120-R107-PV01 PV01 PRESSURE CONTROL VALVE REAKTOR R107,20,1386
1800-1811-B2L1-P120-R107-RD01 RD01 RUPTURE DISC REAKTOR R107,20,1387
1800-1811-B2L1-P120-R107-ST01 ST01 STEAM TRAP  REAKTOR R107,20,1388
1800-1811-B2L1-P120-R107-TT01 TT01 TEMP TRANSMITTER REAKTOR R107,20,1389
1800-1811-B2L1-P120-R107-TT02 TT02 TEMP TRANSMITTER REAKTOR R107,20,1390
1800-1811-B2L1-P120-R108 R1218/R108 REACTOR PACS P120,20,1391
1800-1811-B2L1-P120-R108-AG01 AG01 ANGLE VALVE REAKTOR R108,20,1392
1800-1811-B2L1-P120-R108-BL01 BL01 BALL VALVE REAKTOR R108,20,1393
1800-1811-B2L1-P120-R108-BL02 BL02 BALL VALVE REAKTOR R108,20,1394
1800-1811-B2L1-P120-R108-BL03 BL03 BALL VALVE REAKTOR R108,20,1395
1800-1811-B2L1-P120-R108-BL04 BL04 BALL VALVE REAKTOR R108,20,1396
1800-1811-B2L1-P120-R108-BL05 BL05 BALL VALVE REAKTOR R108,20,1397
1800-1811-B2L1-P120-R108-BL06 BL06 BALL VALVE REAKTOR R108,20,1398
1800-1811-B2L1-P120-R108-BL07 BL07 BALL VALVE REAKTOR R108,20,1399
1800-1811-B2L1-P120-R108-BL08 BL08 BALL VALVE REAKTOR R108,20,1400
1800-1811-B2L1-P120-R108-BL09 BL09 BALL VALVE REAKTOR R108,20,1401
1800-1811-B2L1-P120-R108-BL10 BL10 BALL VALVE REAKTOR R108,20,1402
1800-1811-B2L1-P120-R108-BL11 BL11 BALL VALVE REAKTOR R108,20,1403
1800-1811-B2L1-P120-R108-BL12 BL12 BALL VALVE REAKTOR R108,20,1404
1800-1811-B2L1-P120-R108-BL13 BL13 BALL VALVE REAKTOR R108,20,1405
1800-1811-B2L1-P120-R108-BL14 BL14 BALL VALVE REAKTOR R108,20,1406
1800-1811-B2L1-P120-R108-BL15 BL15 BALL VALVE REAKTOR R108,20,1407
1800-1811-B2L1-P120-R108-BL16 BL16 BALL VALVE REAKTOR R108,20,1408
1800-1811-B2L1-P120-R108-CK01 CK01 CHECK VALVE REAKTOR R108,20,1409
1800-1811-B2L1-P120-R108-CK02 CK02 CHECK VALVE REAKTOR R108,20,1410
1800-1811-B2L1-P120-R108-CK03 CK03 CHECK VALVE REAKTOR R108,20,1411
1800-1811-B2L1-P120-R108-FJ01 FJ01 FLEXIBLE JOINT REAKTOR R108,20,1412
1800-1811-B2L1-P120-R108-FJ02 FJ02 FLEXIBLE JOINT REAKTOR R108,20,1413
1800-1811-B2L1-P120-R108-FJ03 FJ03 FLEXIBLE JOINT REAKTOR R108,20,1414
1800-1811-B2L1-P120-R108-FJ04 FJ04 FLEXIBLE JOINT REAKTOR R108,20,1415
1800-1811-B2L1-P120-R108-GL01 GL01 GLOBE VALVE REAKTOR R108,20,1416
1800-1811-B2L1-P120-R108-GL02 GL02 GLOBE VALVE REAKTOR R108,20,1417
1800-1811-B2L1-P120-R108-GL03 GL03 GLOBE VALVE REAKTOR R108,20,1418
1800-1811-B2L1-P120-R108-PG01 PG01 PRESSURE GAUGE REAKTOR R108,20,1419
1800-1811-B2L1-P120-R108-PG02 PG02 PRESSURE GAUGE REAKTOR R108,20,1420
1800-1811-B2L1-P120-R108-PS01 PS01 PRESSURE SAFETY VALVE REAKTOR R108,20,1421
1800-1811-B2L1-P120-R108-PT01 PT01 PRESSURE TRANSMITTER REAKTOR R108,20,1422
1800-1811-B2L1-P120-R108-PT02 PT02 PRESSURE TRANSMITTER REAKTOR R108,20,1423
1800-1811-B2L1-P120-R108-PV01 PV01 PRESSURE CONTROL VALVE REAKTOR R108,20,1424
1800-1811-B2L1-P120-R108-RD01 RD01 RUPTURE DISC REAKTOR R108,20,1425
1800-1811-B2L1-P120-R108-ST01 ST01 STEAM TRAP  REAKTOR R108,20,1426
1800-1811-B2L1-P120-R108-TT01 TT01 TEMP TRANSMITTER REAKTOR R108,20,1427
1800-1811-B2L1-P120-R108-TT02 TT02 TEMP TRANSMITTER REAKTOR R108,20,1428
1800-1811-B2L1-P120-R109 R1219/R109 REACTOR PACS P120,20,1429
1800-1811-B2L1-P120-R109-AG01 AG01 ANGLE VALVE REAKTOR R109,20,1430
1800-1811-B2L1-P120-R109-BL01 BL01 BALL VALVE REAKTOR R109,20,1431
1800-1811-B2L1-P120-R109-BL02 BL02 BALL VALVE REAKTOR R109,20,1432
1800-1811-B2L1-P120-R109-BL03 BL03 BALL VALVE REAKTOR R109,20,1433
1800-1811-B2L1-P120-R109-BL04 BL04 BALL VALVE REAKTOR R109,20,1434
1800-1811-B2L1-P120-R109-BL05 BL05 BALL VALVE REAKTOR R109,20,1435
1800-1811-B2L1-P120-R109-BL06 BL06 BALL VALVE REAKTOR R109,20,1436
1800-1811-B2L1-P120-R109-BL07 BL07 BALL VALVE REAKTOR R109,20,1437
1800-1811-B2L1-P120-R109-BL08 BL08 BALL VALVE REAKTOR R109,20,1438
1800-1811-B2L1-P120-R109-BL09 BL09 BALL VALVE REAKTOR R109,20,1439
1800-1811-B2L1-P120-R109-BL10 BL10 BALL VALVE REAKTOR R109,20,1440
1800-1811-B2L1-P120-R109-BL11 BL11 BALL VALVE REAKTOR R109,20,1441
1800-1811-B2L1-P120-R109-BL12 BL12 BALL VALVE REAKTOR R109,20,1442
1800-1811-B2L1-P120-R109-BL13 BL13 BALL VALVE REAKTOR R109,20,1443
1800-1811-B2L1-P120-R109-BL14 BL14 BALL VALVE REAKTOR R109,20,1444
1800-1811-B2L1-P120-R109-BL15 BL15 BALL VALVE REAKTOR R109,20,1445
1800-1811-B2L1-P120-R109-BL16 BL16 BALL VALVE REAKTOR R109,20,1446
1800-1811-B2L1-P120-R109-CK01 CK01 CHECK VALVE REAKTOR R109,20,1447
1800-1811-B2L1-P120-R109-CK02 CK02 CHECK VALVE REAKTOR R109,20,1448
1800-1811-B2L1-P120-R109-CK03 CK03 CHECK VALVE REAKTOR R109,20,1449
1800-1811-B2L1-P120-R109-FJ01 FJ01 FLEXIBLE JOINT REAKTOR R109,20,1450
1800-1811-B2L1-P120-R109-FJ02 FJ02 FLEXIBLE JOINT REAKTOR R109,20,1451
1800-1811-B2L1-P120-R109-FJ03 FJ03 FLEXIBLE JOINT REAKTOR R109,20,1452
1800-1811-B2L1-P120-R109-FJ04 FJ04 FLEXIBLE JOINT REAKTOR R109,20,1453
1800-1811-B2L1-P120-R109-GL01 GL01 GLOBE VALVE REAKTOR R109,20,1454
1800-1811-B2L1-P120-R109-GL02 GL02 GLOBE VALVE REAKTOR R109,20,1455
1800-1811-B2L1-P120-R109-GL03 GL03 GLOBE VALVE REAKTOR R109,20,1456
1800-1811-B2L1-P120-R109-PG01 PG01 PRESSURE GAUGE REAKTOR R109,20,1457
1800-1811-B2L1-P120-R109-PG02 PG02 PRESSURE GAUGE REAKTOR R109,20,1458
1800-1811-B2L1-P120-R109-PS01 PS01 PRESSURE SAFETY VALVE REAKTOR R109,20,1459
1800-1811-B2L1-P120-R109-PT01 PT01 PRESSURE TRANSMITTER REAKTOR R109,20,1460
1800-1811-B2L1-P120-R109-PT02 PT02 PRESSURE TRANSMITTER REAKTOR R109,20,1461
1800-1811-B2L1-P120-R109-PV01 PV01 PRESSURE CONTROL VALVE REAKTOR R109,20,1462
1800-1811-B2L1-P120-R109-RD01 RD01 RUPTURE DISC REAKTOR R109,20,1463
1800-1811-B2L1-P120-R109-ST01 ST01 STEAM TRAP  REAKTOR R109,20,1464
1800-1811-B2L1-P120-R109-TT01 TT01 TEMP TRANSMITTER REAKTOR R109,20,1465
1800-1811-B2L1-P120-R109-TT02 TT02 TEMP TRANSMITTER REAKTOR R109,20,1466
1800-1811-B2L1-P120-R110 R1220/R110 REACTOR PACS P120,21,1467
1800-1811-B2L1-P120-R110-AG01 AG01 ANGLE VALVE REAKTOR R110,21,1468
1800-1811-B2L1-P120-R110-BL01 BL01 BALL VALVE REAKTOR R110,21,1469
1800-1811-B2L1-P120-R110-BL02 BL02 BALL VALVE REAKTOR R110,21,1470
1800-1811-B2L1-P120-R110-BL03 BL03 BALL VALVE REAKTOR R110,21,1471
1800-1811-B2L1-P120-R110-BL04 BL04 BALL VALVE REAKTOR R110,21,1472
1800-1811-B2L1-P120-R110-BL05 BL05 BALL VALVE REAKTOR R110,21,1473
1800-1811-B2L1-P120-R110-BL06 BL06 BALL VALVE REAKTOR R110,21,1474
1800-1811-B2L1-P120-R110-BL07 BL07 BALL VALVE REAKTOR R110,21,1475
1800-1811-B2L1-P120-R110-BL08 BL08 BALL VALVE REAKTOR R110,21,1476
1800-1811-B2L1-P120-R110-BL09 BL09 BALL VALVE REAKTOR R110,21,1477
1800-1811-B2L1-P120-R110-BL10 BL10 BALL VALVE REAKTOR R110,21,1478
1800-1811-B2L1-P120-R110-BL11 BL11 BALL VALVE REAKTOR R110,21,1479
1800-1811-B2L1-P120-R110-BL12 BL12 BALL VALVE REAKTOR R110,21,1480
1800-1811-B2L1-P120-R110-BL13 BL13 BALL VALVE REAKTOR R110,21,1481
1800-1811-B2L1-P120-R110-BL14 BL14 BALL VALVE REAKTOR R110,21,1482
1800-1811-B2L1-P120-R110-BL15 BL15 BALL VALVE REAKTOR R110,21,1483
1800-1811-B2L1-P120-R110-BL16 BL16 BALL VALVE REAKTOR R110,21,1484
1800-1811-B2L1-P120-R110-CK01 CK01 CHECK VALVE REAKTOR R110,21,1485
1800-1811-B2L1-P120-R110-CK02 CK02 CHECK VALVE REAKTOR R110,21,1486
1800-1811-B2L1-P120-R110-CK03 CK03 CHECK VALVE REAKTOR R110,21,1487
1800-1811-B2L1-P120-R110-FJ01 FJ01 FLEXIBLE JOINT REAKTOR R110,21,1488
1800-1811-B2L1-P120-R110-FJ02 FJ02 FLEXIBLE JOINT REAKTOR R110,21,1489
1800-1811-B2L1-P120-R110-FJ03 FJ03 FLEXIBLE JOINT REAKTOR R110,21,1490
1800-1811-B2L1-P120-R110-FJ04 FJ04 FLEXIBLE JOINT REAKTOR R110,21,1491
1800-1811-B2L1-P120-R110-GL01 GL01 GLOBE VALVE REAKTOR R110,21,1492
1800-1811-B2L1-P120-R110-GL02 GL02 GLOBE VALVE REAKTOR R110,21,1493
1800-1811-B2L1-P120-R110-GL03 GL03 GLOBE VALVE REAKTOR R110,21,1494
1800-1811-B2L1-P120-R110-PG01 PG01 PRESSURE GAUGE REAKTOR R110,21,1495
1800-1811-B2L1-P120-R110-PG02 PG02 PRESSURE GAUGE REAKTOR R110,21,1496
1800-1811-B2L1-P120-R110-PS01 PS01 PRESSURE SAFETY VALVE REAKTOR R110,21,1497
1800-1811-B2L1-P120-R110-PT01 PT01 PRESSURE TRANSMITTER REAKTOR R110,21,1498
1800-1811-B2L1-P120-R110-PT02 PT02 PRESSURE TRANSMITTER REAKTOR R110,21,1499
1800-1811-B2L1-P120-R110-PV01 PV01 PRESSURE CONTROL VALVE REAKTOR R110,21,1500
1800-1811-B2L1-P120-R110-RD01 RD01 RUPTURE DISC REAKTOR R110,21,1501
1800-1811-B2L1-P120-R110-ST01 ST01 STEAM TRAP  REAKTOR R110,21,1502
1800-1811-B2L1-P120-R110-TT01 TT01 TEMP TRANSMITTER REAKTOR R110,21,1503
1800-1811-B2L1-P120-R110-TT02 TT02 TEMP TRANSMITTER REAKTOR R110,21,1504
1800-1811-B2L1-P120-R111 R1221/R111 REACTOR PACS P120,21,1505
1800-1811-B2L1-P120-R111-AG01 AG01 ANGLE VALVE REAKTOR R111,21,1506
1800-1811-B2L1-P120-R111-BL01 BL01 BALL VALVE REAKTOR R111,21,1507
1800-1811-B2L1-P120-R111-BL02 BL02 BALL VALVE REAKTOR R111,21,1508
1800-1811-B2L1-P120-R111-BL03 BL03 BALL VALVE REAKTOR R111,21,1509
1800-1811-B2L1-P120-R111-BL04 BL04 BALL VALVE REAKTOR R111,21,1510
1800-1811-B2L1-P120-R111-BL05 BL05 BALL VALVE REAKTOR R111,21,1511
1800-1811-B2L1-P120-R111-BL06 BL06 BALL VALVE REAKTOR R111,21,1512
1800-1811-B2L1-P120-R111-BL07 BL07 BALL VALVE REAKTOR R111,21,1513
1800-1811-B2L1-P120-R111-BL08 BL08 BALL VALVE REAKTOR R111,21,1514
1800-1811-B2L1-P120-R111-BL09 BL09 BALL VALVE REAKTOR R111,21,1515
1800-1811-B2L1-P120-R111-BL10 BL10 BALL VALVE REAKTOR R111,21,1516
1800-1811-B2L1-P120-R111-BL11 BL11 BALL VALVE REAKTOR R111,21,1517
1800-1811-B2L1-P120-R111-BL12 BL12 BALL VALVE REAKTOR R111,21,1518
1800-1811-B2L1-P120-R111-BL13 BL13 BALL VALVE REAKTOR R111,21,1519
1800-1811-B2L1-P120-R111-BL14 BL14 BALL VALVE REAKTOR R111,21,1520
1800-1811-B2L1-P120-R111-BL15 BL15 BALL VALVE REAKTOR R111,21,1521
1800-1811-B2L1-P120-R111-BL16 BL16 BALL VALVE REAKTOR R111,21,1522
1800-1811-B2L1-P120-R111-CK01 CK01 CHECK VALVE REAKTOR R111,21,1523
1800-1811-B2L1-P120-R111-CK02 CK02 CHECK VALVE REAKTOR R111,21,1524
1800-1811-B2L1-P120-R111-CK03 CK03 CHECK VALVE REAKTOR R111,21,1525
1800-1811-B2L1-P120-R111-FJ01 FJ01 FLEXIBLE JOINT REAKTOR R111,21,1526
1800-1811-B2L1-P120-R111-FJ02 FJ02 FLEXIBLE JOINT REAKTOR R111,21,1527
1800-1811-B2L1-P120-R111-FJ03 FJ03 FLEXIBLE JOINT REAKTOR R111,21,1528
1800-1811-B2L1-P120-R111-FJ04 FJ04 FLEXIBLE JOINT REAKTOR R111,21,1529
1800-1811-B2L1-P120-R111-GL01 GL01 GLOBE VALVE REAKTOR R111,21,1530
1800-1811-B2L1-P120-R111-GL02 GL02 GLOBE VALVE REAKTOR R111,21,1531
1800-1811-B2L1-P120-R111-GL03 GL03 GLOBE VALVE REAKTOR R111,21,1532
1800-1811-B2L1-P120-R111-PG01 PG01 PRESSURE GAUGE REAKTOR R111,21,1533
1800-1811-B2L1-P120-R111-PG02 PG02 PRESSURE GAUGE REAKTOR R111,21,1534
1800-1811-B2L1-P120-R111-PS01 PS01 PRESSURE SAFETY VALVE REAKTOR R111,21,1535
1800-1811-B2L1-P120-R111-PT01 PT01 PRESSURE TRANSMITTER REAKTOR R111,21,1536
1800-1811-B2L1-P120-R111-PT02 PT02 PRESSURE TRANSMITTER REAKTOR R111,21,1537
1800-1811-B2L1-P120-R111-PV01 PV01 PRESSURE CONTROL VALVE REAKTOR R111,21,1538
1800-1811-B2L1-P120-R111-RD01 RD01 RUPTURE DISC REAKTOR R111,21,1539
1800-1811-B2L1-P120-R111-ST01 ST01 STEAM TRAP  REAKTOR R111,21,1540
1800-1811-B2L1-P120-R111-TT01 TT01 TEMP TRANSMITTER REAKTOR R111,21,1541
1800-1811-B2L1-P120-R111-TT02 TT02 TEMP TRANSMITTER REAKTOR R111,21,1542
1800-1811-B2L1-P120-R112 R1222/R112 REACTOR PACS P120,21,1543
1800-1811-B2L1-P120-R112-AG01 AG01 ANGLE VALVE REAKTOR R112,21,1544
1800-1811-B2L1-P120-R112-BL01 BL01 BALL VALVE REAKTOR R112,21,1545
1800-1811-B2L1-P120-R112-BL02 BL02 BALL VALVE REAKTOR R112,21,1546
1800-1811-B2L1-P120-R112-BL03 BL03 BALL VALVE REAKTOR R112,21,1547
1800-1811-B2L1-P120-R112-BL04 BL04 BALL VALVE REAKTOR R112,21,1548
1800-1811-B2L1-P120-R112-BL05 BL05 BALL VALVE REAKTOR R112,21,1549
1800-1811-B2L1-P120-R112-BL06 BL06 BALL VALVE REAKTOR R112,21,1550
1800-1811-B2L1-P120-R112-BL07 BL07 BALL VALVE REAKTOR R112,21,1551
1800-1811-B2L1-P120-R112-BL08 BL08 BALL VALVE REAKTOR R112,21,1552
1800-1811-B2L1-P120-R112-BL09 BL09 BALL VALVE REAKTOR R112,21,1553
1800-1811-B2L1-P120-R112-BL10 BL10 BALL VALVE REAKTOR R112,21,1554
1800-1811-B2L1-P120-R112-BL11 BL11 BALL VALVE REAKTOR R112,21,1555
1800-1811-B2L1-P120-R112-BL12 BL12 BALL VALVE REAKTOR R112,21,1556
1800-1811-B2L1-P120-R112-BL13 BL13 BALL VALVE REAKTOR R112,21,1557
1800-1811-B2L1-P120-R112-BL14 BL14 BALL VALVE REAKTOR R112,21,1558
1800-1811-B2L1-P120-R112-BL15 BL15 BALL VALVE REAKTOR R112,21,1559
1800-1811-B2L1-P120-R112-BL16 BL16 BALL VALVE REAKTOR R112,21,1560
1800-1811-B2L1-P120-R112-CK01 CK01 CHECK VALVE REAKTOR R112,21,1561
1800-1811-B2L1-P120-R112-CK02 CK02 CHECK VALVE REAKTOR R112,21,1562
